chrom,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockstart,blockSizes,blockStarts,blackend,start,end,Intron,severity
31689ref2,599,4575,JUNC00000004,2,+,599,4575,255;0;0,2,131,20,0,3956,730,4555,3825,0
31689ref2,4175,8006,JUNC00000020,1,+,4175,8006,255;0;0,2,29,100,0,3731,4204,7906,3702,0
31689ref2,5102,8537,JUNC00000024,2,+,5102,8537,255;0;0,2,62,109,0,3326,5164,8428,3264,0
31689ref2,2322,5499,JUNC00000015,2,+,2322,5499,255;0;0,2,148,50,0,3127,2470,5449,2979,0
31689ref2,763,3299,JUNC00000007,2,+,763,3299,255;0;0,2,115,27,0,2509,878,3272,2394,0
31689ref2,789,3341,JUNC00000006,3,+,789,3341,255;0;0,2,43,145,0,2407,832,3196,2364,0
31689ref2,861,2991,JUNC00000008,2,-,861,2991,255;0;0,2,104,124,0,2006,965,2867,1902,0
31689ref2,310,2227,JUNC00000002,4,+,310,2227,255;0;0,2,144,82,0,1835,454,2145,1691,0
31689ref2,7748,8930,JUNC00000028,4,+,7748,8930,255;0;0,2,65,101,0,1081,7813,8829,1016,0
31689ref2,7778,8959,JUNC00000029,2,+,7778,8959,255;0;0,2,47,118,0,1063,7825,8841,1016,0
31689ref2,5083,5752,JUNC00000023,2,-,5083,5752,255;0;0,2,47,81,0,588,5130,5671,541,0
31689ref2,1598,2029,JUNC00000012,1,+,1598,2029,255;0;0,2,45,106,0,325,1643,1923,280,0
31689ref2,649,983,JUNC00000005,1,-,649,983,255;0;0,2,121,30,0,304,770,953,183,0
31689ref2,2442,2743,JUNC00000016,1,+,2442,2743,255;0;0,2,123,28,0,273,2565,2715,150,0
31689ref2,526,762,JUNC00000003,1,+,526,762,255;0;0,2,8,143,0,93,534,619,85,0
31689ref2,7840,8076,JUNC00000030,1,+,7840,8076,255;0;0,2,82,69,0,167,7922,8007,85,0
31689ref2,6878,7071,JUNC00000026,1,+,6878,7071,255;0;0,2,99,32,0,161,6977,7039,62,0
31689ref2,8619,8825,JUNC00000032,1,+,8619,8825,255;0;0,2,55,96,0,110,8674,8729,55,0
31689ref2,2505,2705,JUNC00000018,1,+,2505,2705,255;0;0,2,116,35,0,165,2621,2670,49,0
31689ref2,958,1280,JUNC00000009,3,-,958,1280,255;0;0,2,143,147,0,175,1101,1133,32,0
31689ref2,3046,3227,JUNC00000019,1,-,3046,3227,255;0;0,2,125,26,0,155,3171,3201,30,0
31689ref2,4239,4396,JUNC00000021,2,+,4239,4396,255;0;0,2,18,125,0,32,4257,4271,14,0
31689ref2,6880,7016,JUNC00000025,2,-,6880,7016,255;0;0,2,60,66,0,70,6940,6950,10,0
31689ref2,8284,8483,JUNC00000031,2,+,8284,8483,255;0;0,2,147,45,0,154,8431,8438,7,0
31689ref2,979,1142,JUNC00000010,394,-,979,1142,255;0;0,2,149,9,0,154,1128,1133,5,0
31689ref2,7090,7246,JUNC00000027,1,+,7090,7246,255;0;0,2,47,104,0,52,7137,7142,5,0
31689ref2,8773,9078,JUNC00000033,717,+,8773,9078,255;0;0,2,150,150,0,155,8923,8928,5,0
18925ref,389,10284,JUNC00000024,2,+,389,10284,255;0;0,2,82,69,0,9826,471,10215,9744,0
18925ref,789,10388,JUNC00000084,3,+,789,10388,255;0;0,2,149,150,0,9449,938,10238,9300,0
18925ref,975,10399,JUNC00000176,124,+,975,10399,255;0;0,2,147,145,0,9279,1122,10254,9132,0
18925ref,969,10224,JUNC00000157,6,+,969,10224,255;0;0,2,142,9,0,9246,1111,10215,9104,0
18925ref,336,9569,JUNC00000005,1,+,336,9569,255;0;0,2,32,118,0,9115,368,9451,9083,0
18925ref,379,9551,JUNC00000031,16,+,379,9551,255;0;0,2,147,21,0,9151,526,9530,9004,0
18925ref,422,9639,JUNC00000037,9,-,422,9639,255;0;0,2,149,148,0,9069,571,9491,8920,0
18925ref,999,10031,JUNC00000189,12,+,999,10031,255;0;0,2,149,48,0,8984,1148,9983,8835,0
18925ref,305,9269,JUNC00000011,38,+,305,9269,255;0;0,2,149,49,0,8915,454,9220,8766,0
18925ref,331,9393,JUNC00000027,2186,+,331,9393,255;0;0,2,150,146,0,8916,481,9247,8766,0
18925ref,349,9246,JUNC00000004,3,+,349,9246,255;0;0,2,19,149,0,8748,368,9097,8729,0
18925ref,1165,10027,JUNC00000214,6,+,1165,10027,255;0;0,2,143,44,0,8818,1308,9983,8675,0
18925ref,185,9099,JUNC00000003,16,+,185,9099,255;0;0,2,148,150,0,8764,333,8949,8616,0
18925ref,913,9656,JUNC00000129,7,+,913,9656,255;0;0,2,142,10,0,8733,1055,9646,8591,0
18925ref,933,9606,JUNC00000138,72,+,933,9606,255;0;0,2,150,10,0,8663,1083,9596,8513,0
18925ref,403,9076,JUNC00000023,15,+,403,9076,255;0;0,2,68,148,0,8525,471,8928,8457,0
18925ref,527,9244,JUNC00000054,22,+,527,9244,255;0;0,2,149,150,0,8567,676,9094,8418,0
18925ref,977,9504,JUNC00000185,81,+,977,9504,255;0;0,2,150,8,0,8519,1127,9496,8369,0
18925ref,2020,10263,JUNC00000288,1,-,2020,10263,255;0;0,2,27,124,0,8119,2047,10139,8092,0
18925ref,974,9347,JUNC00000175,71,+,974,9347,255;0;0,2,148,143,0,8230,1122,9204,8082,0
18925ref,947,9155,JUNC00000148,13,+,947,9155,255;0;0,2,148,25,0,8183,1095,9130,8035,0
18925ref,1033,9217,JUNC00000193,1,-,1033,9217,255;0;0,2,141,10,0,8174,1174,9207,8033,0
18925ref,973,9276,JUNC00000174,68,+,973,9276,255;0;0,2,149,146,0,8157,1122,9130,8008,0
18925ref,1469,9616,JUNC00000248,2,+,1469,9616,255;0;0,2,126,29,0,8118,1595,9587,7992,0
18925ref,979,9142,JUNC00000184,41,+,979,9142,255;0;0,2,148,42,0,8121,1127,9100,7973,0
18925ref,974,9242,JUNC00000173,94,+,974,9242,255;0;0,2,148,148,0,8120,1122,9094,7972,0
18925ref,970,9143,JUNC00000134,6,-,970,9143,255;0;0,2,98,146,0,8027,1068,8997,7929,0
18925ref,1234,9252,JUNC00000213,4,+,1234,9252,255;0;0,2,74,15,0,8003,1308,9237,7929,0
18925ref,910,8996,JUNC00000128,5,+,910,8996,255;0;0,2,145,68,0,8018,1055,8928,7873,0
18925ref,975,9123,JUNC00000172,285,+,975,9123,255;0;0,2,147,146,0,8002,1122,8977,7855,0
18925ref,763,8756,JUNC00000082,2,-,763,8756,255;0;0,2,131,18,0,7975,894,8738,7844,0
18925ref,322,8331,JUNC00000022,12,+,322,8331,255;0;0,2,149,23,0,7986,471,8308,7837,0
18925ref,1237,9159,JUNC00000207,8,-,1237,9159,255;0;0,2,43,146,0,7776,1280,9013,7733,0
18925ref,867,8808,JUNC00000108,39,+,867,8808,255;0;0,2,148,143,0,7798,1015,8665,7650,0
18925ref,1526,9333,JUNC00000245,4,+,1526,9333,255;0;0,2,22,142,0,7665,1548,9191,7643,0
18925ref,1234,9127,JUNC00000231,25,+,1234,9127,255;0;0,2,149,150,0,7743,1383,8977,7594,0
18925ref,1234,9094,JUNC00000230,4,+,1234,9094,255;0;0,2,149,150,0,7710,1383,8944,7561,0
18925ref,1536,9176,JUNC00000251,3,+,1536,9176,255;0;0,2,107,44,0,7596,1643,9132,7489,0
18925ref,259,8013,JUNC00000007,5,+,259,8013,255;0;0,2,144,146,0,7608,403,7867,7464,0
18925ref,924,8545,JUNC00000089,39,-,924,8545,255;0;0,2,19,149,0,7472,943,8396,7453,0
18925ref,1451,9046,JUNC00000249,3,+,1451,9046,255;0;0,2,147,22,0,7573,1598,9024,7426,0
18925ref,965,8544,JUNC00000156,71,+,965,8544,255;0;0,2,146,150,0,7429,1111,8394,7283,0
18925ref,510,7946,JUNC00000034,38,-,510,7946,255;0;0,2,48,140,0,7296,558,7806,7248,0
18925ref,949,8423,JUNC00000147,24,+,949,8423,255;0;0,2,146,107,0,7367,1095,8316,7221,0
18925ref,2699,10119,JUNC00000387,17,+,2699,10119,255;0;0,2,147,149,0,7271,2846,9970,7124,0
18925ref,1860,9129,JUNC00000276,4,+,1860,9129,255;0;0,2,144,9,0,7260,2004,9120,7116,0
18925ref,2670,9824,JUNC00000375,4,-,2670,9824,255;0;0,2,146,24,0,7130,2816,9800,6984,0
18925ref,2034,9266,JUNC00000293,29,+,2034,9266,255;0;0,2,141,146,0,7086,2175,9120,6945,0
18925ref,2652,9886,JUNC00000369,4,-,2652,9886,255;0;0,2,150,147,0,7087,2802,9739,6937,0
18925ref,2669,9800,JUNC00000374,41,-,2669,9800,255;0;0,2,147,47,0,7084,2816,9753,6937,0
18925ref,2467,9692,JUNC00000352,24,-,2467,9692,255;0;0,2,149,147,0,7078,2616,9545,6929,0
18925ref,390,7518,JUNC00000021,6,+,390,7518,255;0;0,2,81,133,0,6995,471,7385,6914,0
18925ref,978,8067,JUNC00000183,153,+,978,8067,255;0;0,2,149,26,0,7063,1127,8041,6914,0
18925ref,1002,8047,JUNC00000191,890,-,1002,8047,255;0;0,2,148,24,0,7021,1150,8023,6873,0
18925ref,3247,10398,JUNC00000416,7,+,3247,10398,255;0;0,2,147,144,0,7007,3394,10254,6860,0
18925ref,2168,9272,JUNC00000301,65,-,2168,9272,255;0;0,2,118,150,0,6954,2286,9122,6836,0
18925ref,973,8011,JUNC00000171,21,+,973,8011,255;0;0,2,149,144,0,6894,1122,7867,6745,0
18925ref,2190,9103,JUNC00000296,17,+,2190,9103,255;0;0,2,27,147,0,6766,2217,8956,6739,0
18925ref,1058,7941,JUNC00000192,6,-,1058,7941,255;0;0,2,116,50,0,6833,1174,7891,6717,0
18925ref,2685,9645,JUNC00000379,2,+,2685,9645,255;0;0,2,145,149,0,6811,2830,9496,6666,0
18925ref,1232,8078,JUNC00000221,4,-,1232,8078,255;0;0,2,131,50,0,6796,1363,8028,6665,0
18925ref,949,7733,JUNC00000099,6,+,949,7733,255;0;0,2,47,148,0,6636,996,7585,6589,0
18925ref,619,7482,JUNC00000065,11,+,619,7482,255;0;0,2,149,149,0,6714,768,7333,6565,0
18925ref,1000,7735,JUNC00000112,763,+,1000,7735,255;0;0,2,26,150,0,6585,1026,7585,6559,0
18925ref,2578,9339,JUNC00000355,12,+,2578,9339,255;0;0,2,74,142,0,6619,2652,9197,6545,0
18925ref,2416,9237,JUNC00000340,27,+,2416,9237,255;0;0,2,149,137,0,6684,2565,9100,6535,0
18925ref,985,7662,JUNC00000127,8,+,985,7662,255;0;0,2,70,81,0,6596,1055,7581,6526,0
18925ref,913,7729,JUNC00000131,10,+,913,7729,255;0;0,2,147,148,0,6668,1060,7581,6521,0
18925ref,908,7699,JUNC00000126,15,+,908,7699,255;0;0,2,147,139,0,6652,1055,7560,6505,0
18925ref,914,7693,JUNC00000130,4,+,914,7693,255;0;0,2,146,142,0,6637,1060,7551,6491,0
18925ref,2237,9019,JUNC00000315,84,-,2237,9019,255;0;0,2,148,150,0,6632,2385,8869,6484,0
18925ref,973,7712,JUNC00000170,98,+,973,7712,255;0;0,2,149,147,0,6592,1122,7565,6443,0
18925ref,933,7670,JUNC00000137,20,+,933,7670,255;0;0,2,150,148,0,6589,1083,7522,6439,0
18925ref,323,7051,JUNC00000020,7,+,323,7051,255;0;0,2,148,148,0,6580,471,6903,6432,0
18925ref,996,7714,JUNC00000187,17,+,996,7714,255;0;0,2,150,149,0,6569,1146,7565,6419,0
18925ref,3126,9686,JUNC00000404,35,-,3126,9686,255;0;0,2,10,144,0,6416,3136,9542,6406,0
18925ref,974,7647,JUNC00000169,69,+,974,7647,255;0;0,2,148,143,0,6530,1122,7504,6382,0
18925ref,871,7435,JUNC00000107,32,+,871,7435,255;0;0,2,144,50,0,6514,1015,7385,6370,0
18925ref,1075,7734,JUNC00000202,26,+,1075,7734,255;0;0,2,149,149,0,6510,1224,7585,6361,0
18925ref,1072,7700,JUNC00000201,83,+,1072,7700,255;0;0,2,149,149,0,6479,1221,7551,6330,0
18925ref,2600,9162,JUNC00000365,4,+,2600,9162,255;0;0,2,150,92,0,6470,2750,9070,6320,0
18925ref,2601,9078,JUNC00000351,48,-,2601,9078,255;0;0,2,15,150,0,6327,2616,8928,6312,0
18925ref,2477,9078,JUNC00000354,24,-,2477,9078,255;0;0,2,144,145,0,6456,2621,8933,6312,0
18925ref,1878,8416,JUNC00000283,42,-,1878,8416,255;0;0,2,150,148,0,6390,2028,8268,6240,0
18925ref,1220,7617,JUNC00000220,17,-,1220,7617,255;0;0,2,143,25,0,6372,1363,7592,6229,0
18925ref,3927,10410,JUNC00000453,16,+,3927,10410,255;0;0,2,148,113,0,6370,4075,10297,6222,0
18925ref,1234,7738,JUNC00000229,6,+,1234,7738,255;0;0,2,149,150,0,6354,1383,7588,6205,0
18925ref,2296,8655,JUNC00000309,24,+,2296,8655,255;0;0,2,26,149,0,6210,2322,8506,6184,0
18925ref,2691,9171,JUNC00000383,10,+,2691,9171,255;0;0,2,150,149,0,6331,2841,9022,6181,0
18925ref,974,7367,JUNC00000168,368,+,974,7367,255;0;0,2,148,146,0,6247,1122,7221,6099,0
18925ref,2166,8388,JUNC00000304,30,+,2166,8388,255;0;0,2,150,9,0,6213,2316,8379,6063,0
18925ref,3803,10161,JUNC00000441,5,+,3803,10161,255;0;0,2,148,148,0,6210,3951,10013,6062,0
18925ref,1234,7510,JUNC00000225,21,+,1234,7510,255;0;0,2,147,149,0,6127,1381,7361,5980,0
18925ref,1573,7673,JUNC00000246,5,-,1573,7673,255;0;0,2,8,145,0,5955,1581,7528,5947,0
18925ref,3051,9136,JUNC00000410,8,+,3051,9136,255;0;0,2,145,21,0,6064,3196,9115,5919,0
18925ref,909,7117,JUNC00000125,26,+,909,7117,255;0;0,2,146,146,0,6062,1055,6971,5916,0
18925ref,3054,9096,JUNC00000401,33,+,3054,9096,255;0;0,2,9,144,0,5898,3063,8952,5889,0
18925ref,2002,8065,JUNC00000282,126,-,2002,8065,255;0;0,2,26,149,0,5914,2028,7916,5888,0
18925ref,1902,8049,JUNC00000287,20,-,1902,8049,255;0;0,2,145,143,0,6004,2047,7906,5859,0
18925ref,2171,8314,JUNC00000306,18,+,2171,8314,255;0;0,2,148,149,0,5994,2319,8165,5846,0
18925ref,3237,9148,JUNC00000415,1,+,3237,9148,255;0;0,2,118,33,0,5878,3355,9115,5760,0
18925ref,2433,8413,JUNC00000342,14,+,2433,8413,255;0;0,2,145,97,0,5883,2578,8316,5738,0
18925ref,4379,10359,JUNC00000476,22,+,4379,10359,255;0;0,2,142,105,0,5875,4521,10254,5733,0
18925ref,1878,7850,JUNC00000281,84,-,1878,7850,255;0;0,2,150,147,0,5825,2028,7703,5675,0
18925ref,1899,7769,JUNC00000286,30,-,1899,7769,255;0;0,2,148,47,0,5823,2047,7722,5675,0
18925ref,1876,7693,JUNC00000279,3,+,1876,7693,255;0;0,2,147,18,0,5799,2023,7675,5652,0
18925ref,1818,7712,JUNC00000269,16,+,1818,7712,255;0;0,2,94,150,0,5744,1912,7562,5650,0
18925ref,973,6900,JUNC00000167,35,+,973,6900,255;0;0,2,149,145,0,5782,1122,6755,5633,0
18925ref,453,6338,JUNC00000045,3,-,453,6338,255;0;0,2,150,149,0,5736,603,6189,5586,0
18925ref,1232,7108,JUNC00000224,715,+,1232,7108,255;0;0,2,149,149,0,5727,1381,6959,5578,0
18925ref,976,6697,JUNC00000101,29,+,976,6697,255;0;0,2,26,146,0,5575,1002,6551,5549,0
18925ref,2685,8461,JUNC00000378,32,+,2685,8461,255;0;0,2,145,145,0,5631,2830,8316,5486,0
18925ref,2866,8496,JUNC00000392,7,+,2866,8496,255;0;0,2,53,135,0,5495,2919,8361,5442,0
18925ref,2154,7775,JUNC00000295,60,-,2154,7775,255;0;0,2,37,150,0,5471,2191,7625,5434,0
18925ref,4434,10083,JUNC00000481,5,-,4434,10083,255;0;0,2,123,124,0,5525,4557,9959,5402,0
18925ref,2667,8342,JUNC00000373,43,-,2667,8342,255;0;0,2,149,145,0,5530,2816,8197,5381,0
18925ref,1740,7402,JUNC00000268,9,+,1740,7402,255;0;0,2,145,140,0,5522,1885,7262,5377,0
18925ref,3804,9299,JUNC00000432,13,+,3804,9299,255;0;0,2,50,148,0,5347,3854,9151,5297,0
18925ref,2438,8016,JUNC00000345,13,+,2438,8016,255;0;0,2,146,149,0,5429,2584,7867,5283,0
18925ref,708,6256,JUNC00000074,11,+,708,6256,255;0;0,2,150,146,0,5402,858,6110,5252,0
18925ref,3918,9330,JUNC00000442,2,-,3918,9330,255;0;0,2,57,136,0,5276,3975,9194,5219,0
18925ref,5018,10529,JUNC00000536,52,+,5018,10529,255;0;0,2,146,148,0,5363,5164,10381,5217,0
18925ref,629,6088,JUNC00000056,14,+,629,6088,255;0;0,2,101,145,0,5314,730,5943,5213,0
18925ref,4944,10319,JUNC00000523,15,+,4944,10319,255;0;0,2,144,36,0,5339,5088,10283,5195,0
18925ref,999,6355,JUNC00000188,43,+,999,6355,255;0;0,2,149,25,0,5331,1148,6330,5182,0
18925ref,1793,7132,JUNC00000261,41,+,1793,7132,255;0;0,2,21,149,0,5190,1814,6983,5169,0
18925ref,423,5711,JUNC00000019,29,+,423,5711,255;0;0,2,48,148,0,5140,471,5563,5092,0
18925ref,933,6316,JUNC00000136,54,+,933,6316,255;0;0,2,150,149,0,5234,1083,6167,5084,0
18925ref,322,5658,JUNC00000018,14,+,322,5658,255;0;0,2,149,146,0,5190,471,5512,5041,0
18925ref,3326,8544,JUNC00000418,78,+,3326,8544,255;0;0,2,148,36,0,5182,3474,8508,5034,0
18925ref,2276,7592,JUNC00000321,3,+,2276,7592,255;0;0,2,149,148,0,5168,2425,7444,5019,0
18925ref,4032,9325,JUNC00000460,32,+,4032,9325,255;0;0,2,142,147,0,5146,4174,9178,5004,0
18925ref,2831,8021,JUNC00000391,33,+,2831,8021,255;0;0,2,88,99,0,5091,2919,7922,5003,0
18925ref,2443,7639,JUNC00000347,23,+,2443,7639,255;0;0,2,150,49,0,5147,2593,7590,4997,0
18925ref,974,6245,JUNC00000166,70,+,974,6245,255;0;0,2,148,145,0,5126,1122,6100,4978,0
18925ref,4574,9828,JUNC00000492,12,+,4574,9828,255;0;0,2,147,148,0,5106,4721,9680,4959,0
18925ref,983,6083,JUNC00000109,1,+,983,6083,255;0;0,2,38,112,0,4988,1021,5971,4950,0
18925ref,973,6192,JUNC00000165,15,+,973,6192,255;0;0,2,149,141,0,5078,1122,6051,4929,0
18925ref,945,6051,JUNC00000146,7,+,945,6051,255;0;0,2,150,149,0,4957,1095,5902,4807,0
18925ref,2696,7721,JUNC00000386,24,+,2696,7721,255;0;0,2,150,147,0,4878,2846,7574,4728,0
18925ref,1234,6148,JUNC00000228,12,+,1234,6148,255;0;0,2,149,42,0,4872,1383,6106,4723,0
18925ref,3256,8157,JUNC00000414,5,+,3256,8157,255;0;0,2,42,150,0,4751,3298,8007,4709,0
18925ref,2800,7674,JUNC00000394,9,-,2800,7674,255;0;0,2,149,25,0,4849,2949,7649,4700,0
18925ref,2418,7269,JUNC00000339,66,+,2418,7269,255;0;0,2,147,48,0,4803,2565,7221,4656,0
18925ref,2221,7159,JUNC00000313,18,-,2221,7159,255;0;0,2,143,148,0,4790,2364,7011,4647,0
18925ref,553,5279,JUNC00000044,8,-,553,5279,255;0;0,2,50,149,0,4577,603,5130,4527,0
18925ref,4579,9383,JUNC00000494,8,+,4579,9383,255;0;0,2,145,146,0,4658,4724,9237,4513,0
18925ref,4961,9504,JUNC00000529,11,+,4961,9504,255;0;0,2,148,8,0,4535,5109,9496,4387,0
18925ref,4539,9212,JUNC00000487,7,+,4539,9212,255;0;0,2,150,144,0,4529,4689,9068,4379,0
18925ref,2981,7470,JUNC00000400,10,+,2981,7470,255;0;0,2,66,85,0,4404,3047,7385,4338,0
18925ref,4475,9092,JUNC00000485,9,+,4475,9092,255;0;0,2,147,148,0,4469,4622,8944,4322,0
18925ref,5854,10364,JUNC00000559,4,+,5854,10364,255;0;0,2,57,149,0,4361,5911,10215,4304,0
18925ref,4713,9297,JUNC00000506,3,+,4713,9297,255;0;0,2,148,149,0,4435,4861,9148,4287,0
18925ref,4946,9383,JUNC00000526,5,+,4946,9383,255;0;0,2,145,146,0,4291,5091,9237,4146,0
18925ref,1858,6252,JUNC00000277,48,+,1858,6252,255;0;0,2,149,149,0,4245,2007,6103,4096,0
18925ref,1398,5713,JUNC00000240,185,+,1398,5713,255;0;0,2,70,150,0,4165,1468,5563,4095,0
18925ref,3332,7660,JUNC00000419,40,+,3332,7660,255;0;0,2,149,132,0,4196,3481,7528,4047,0
18925ref,974,5310,JUNC00000164,155,+,974,5310,255;0;0,2,148,146,0,4190,1122,5164,4042,0
18925ref,1769,6054,JUNC00000266,3,+,1769,6054,255;0;0,2,103,149,0,4136,1872,5905,4033,0
18925ref,4858,9018,JUNC00000517,3,-,4858,9018,255;0;0,2,125,26,0,4134,4983,8992,4009,0
18925ref,871,5144,JUNC00000106,23,+,871,5144,255;0;0,2,144,144,0,4129,1015,5000,3985,0
18925ref,5060,9228,JUNC00000537,3,+,5060,9228,255;0;0,2,145,50,0,4118,5205,9178,3973,0
18925ref,3304,7563,JUNC00000417,28,-,3304,7563,255;0;0,2,148,145,0,4114,3452,7418,3966,0
18925ref,1856,5974,JUNC00000275,15,+,1856,5974,255;0;0,2,148,21,0,4097,2004,5953,3949,0
18925ref,2746,6965,JUNC00000389,8,-,2746,6965,255;0;0,2,145,147,0,4072,2891,6818,3927,0
18925ref,2021,6078,JUNC00000285,1,-,2021,6078,255;0;0,2,26,125,0,3932,2047,5953,3906,0
18925ref,4888,9077,JUNC00000521,8,+,4888,9077,255;0;0,2,146,149,0,4040,5034,8928,3894,0
18925ref,5144,9232,JUNC00000539,3,+,5144,9232,255;0;0,2,94,100,0,3988,5238,9132,3894,0
18925ref,3821,7838,JUNC00000430,2,-,3821,7838,255;0;0,2,22,147,0,3870,3843,7691,3848,0
18925ref,913,5008,JUNC00000124,13,+,913,5008,255;0;0,2,142,130,0,3965,1055,4878,3823,0
18925ref,1204,5204,JUNC00000217,7,+,1204,5204,255;0;0,2,149,33,0,3967,1353,5171,3818,0
18925ref,5943,10041,JUNC00000566,5,+,5943,10041,255;0;0,2,148,146,0,3952,6091,9895,3804,0
18925ref,1234,5311,JUNC00000227,7,+,1234,5311,255;0;0,2,149,147,0,3930,1383,5164,3781,0
18925ref,5109,9187,JUNC00000540,2,+,5109,9187,255;0;0,2,147,150,0,3928,5256,9037,3781,0
18925ref,3887,7807,JUNC00000450,10,+,3887,7807,255;0;0,2,138,23,0,3897,4025,7784,3759,0
18925ref,4542,8586,JUNC00000488,15,-,4542,8586,255;0;0,2,149,148,0,3896,4691,8438,3747,0
18925ref,4579,8527,JUNC00000491,9,+,4579,8527,255;0;0,2,142,89,0,3859,4721,8438,3717,0
18925ref,615,4553,JUNC00000063,15,+,615,4553,255;0;0,2,149,141,0,3797,764,4412,3648,0
18925ref,947,4837,JUNC00000145,30,+,947,4837,255;0;0,2,148,97,0,3793,1095,4740,3645,0
18925ref,974,4911,JUNC00000163,151,+,974,4911,255;0;0,2,148,146,0,3791,1122,4765,3643,0
18925ref,974,4906,JUNC00000162,81,+,974,4906,255;0;0,2,148,144,0,3788,1122,4762,3640,0
18925ref,3802,7714,JUNC00000440,4,+,3802,7714,255;0;0,2,149,149,0,3763,3951,7565,3614,0
18925ref,3959,7848,JUNC00000458,73,-,3959,7848,255;0;0,2,150,147,0,3742,4109,7701,3592,0
18925ref,910,4765,JUNC00000123,13,+,910,4765,255;0;0,2,145,145,0,3710,1055,4620,3565,0
18925ref,2206,6012,JUNC00000312,22,-,2206,6012,255;0;0,2,148,125,0,3681,2354,5887,3533,0
18925ref,616,4408,JUNC00000062,12,+,616,4408,255;0;0,2,148,147,0,3645,764,4261,3497,0
18925ref,622,4412,JUNC00000064,6,+,622,4412,255;0;0,2,146,147,0,3643,768,4265,3497,0
18925ref,3009,6794,JUNC00000406,8,+,3009,6794,255;0;0,2,148,150,0,3635,3157,6644,3487,0
18925ref,2800,6540,JUNC00000393,29,-,2800,6540,255;0;0,2,149,145,0,3595,2949,6395,3446,0
18925ref,979,4620,JUNC00000182,167,+,979,4620,255;0;0,2,148,54,0,3587,1127,4566,3439,0
18925ref,6461,9949,JUNC00000597,1,-,6461,9949,255;0;0,2,79,72,0,3416,6540,9877,3337,0
18925ref,4007,7559,JUNC00000454,27,-,4007,7559,255;0;0,2,90,150,0,3402,4097,7409,3312,0
18925ref,4419,8015,JUNC00000483,17,+,4419,8015,255;0;0,2,147,142,0,3454,4566,7873,3307,0
18925ref,3875,7373,JUNC00000436,6,-,3875,7373,255;0;0,2,44,150,0,3348,3919,7223,3304,0
18925ref,988,4430,JUNC00000105,18,+,988,4430,255;0;0,2,27,142,0,3300,1015,4288,3273,0
18925ref,2699,6256,JUNC00000388,39,+,2699,6256,255;0;0,2,149,146,0,3411,2848,6110,3262,0
18925ref,5009,8519,JUNC00000535,5,+,5009,8519,255;0;0,2,145,125,0,3385,5154,8394,3240,0
18925ref,5616,9125,JUNC00000550,13,+,5616,9125,255;0;0,2,145,148,0,3361,5761,8977,3216,0
18925ref,2658,6107,JUNC00000371,9,+,2658,6107,255;0;0,2,148,95,0,3354,2806,6012,3206,0
18925ref,2629,6088,JUNC00000367,22,+,2629,6088,255;0;0,2,142,145,0,3314,2771,5943,3172,0
18925ref,5005,8378,JUNC00000533,63,+,5005,8378,255;0;0,2,146,62,0,3311,5151,8316,3165,0
18925ref,1245,4521,JUNC00000215,4,-,1245,4521,255;0;0,2,92,24,0,3252,1337,4497,3160,0
18925ref,1457,4911,JUNC00000250,19,+,1457,4911,255;0;0,2,148,149,0,3305,1605,4762,3157,0
18925ref,4638,7918,JUNC00000496,6,-,4638,7918,255;0;0,2,108,43,0,3237,4746,7875,3129,0
18925ref,948,4242,JUNC00000144,10,+,948,4242,255;0;0,2,147,23,0,3271,1095,4219,3124,0
18925ref,7124,10384,JUNC00000618,1,+,7124,10384,255;0;0,2,50,101,0,3159,7174,10283,3109,0
18925ref,2652,6037,JUNC00000368,5,-,2652,6037,255;0;0,2,150,150,0,3235,2802,5887,3085,0
18925ref,2670,6037,JUNC00000377,21,-,2670,6037,255;0;0,2,150,150,0,3217,2820,5887,3067,0
18925ref,1912,5155,JUNC00000271,29,+,1912,5155,255;0;0,2,69,146,0,3097,1981,5009,3028,0
18925ref,6089,9338,JUNC00000586,3,-,6089,9338,255;0;0,2,147,75,0,3174,6236,9263,3027,0
18925ref,669,3973,JUNC00000070,9,-,669,3973,255;0;0,2,142,147,0,3157,811,3826,3015,0
18925ref,790,3978,JUNC00000071,41,+,790,3978,255;0;0,2,26,147,0,3041,816,3831,3015,0
18925ref,5958,9244,JUNC00000567,44,+,5958,9244,255;0;0,2,147,144,0,3142,6105,9100,2995,0
18925ref,3073,6256,JUNC00000403,9,+,3073,6256,255;0;0,2,63,150,0,3033,3136,6106,2970,0
18925ref,6024,9277,JUNC00000571,16,+,6024,9277,255;0;0,2,147,147,0,3106,6171,9130,2959,0
18925ref,961,4196,JUNC00000155,14,+,961,4196,255;0;0,2,150,142,0,3093,1111,4054,2943,0
18925ref,4944,8048,JUNC00000525,7,+,4944,8048,255;0;0,2,147,25,0,3079,5091,8023,2932,0
18925ref,6184,9286,JUNC00000577,25,+,6184,9286,255;0;0,2,22,149,0,2953,6206,9137,2931,0
18925ref,5943,9144,JUNC00000565,5,+,5943,9144,255;0;0,2,127,147,0,3054,6070,8997,2927,0
18925ref,2696,5919,JUNC00000385,33,+,2696,5919,255;0;0,2,150,150,0,3073,2846,5769,2923,0
18925ref,1264,4358,JUNC00000235,49,+,1264,4358,255;0;0,2,147,35,0,3059,1411,4323,2912,0
